,character,dialogue,neg,pos,neu,compound,tokens,words
321,BEN,"So was I, if you'll remember.",0.0,0.0,1.0,0.0,"['so', 'was', 'i', 'if', 'you', 'remember']",0.04580152671755725
322,YODA,"He is too old. Yes, too old to begin the training.",0.0,0.213,0.787,0.4019,"['he', 'is', 'too', 'old', 'yes', 'too', 'old', 'to', 'begin', 'the', 'training']",0.08396946564885496
323,LUKE,But I've learned so much.,0.0,0.0,1.0,0.0,"['but', 'i', 'learned', 'so', 'much']",0.03816793893129771
324,YODA,Will he finished what he begins?,0.0,0.0,1.0,0.0,"['will', 'he', 'finished', 'what', 'he', 'begins']",0.04580152671755725
325,LUKE,I won't fail you -- I'm not afraid.,0.0,0.322,0.678,0.431,"['i', 'wo', 'fail', 'you', 'i', 'not', 'afraid']",0.05343511450381679
326,YODA,"Oh, you will be. You will be.",0.0,0.0,1.0,0.0,"['oh', 'you', 'will', 'be', 'you', 'will', 'be']",0.05343511450381679
327,THREEPIO,"Sir, if I may venture an opinion...",0.0,0.0,1.0,0.0,"['sir', 'if', 'i', 'may', 'venture', 'an', 'opinion']",0.05343511450381679
328,HAN,"I'm not really interested in your opinion, Threepio.",0.261,0.0,0.739,-0.3559,"['i', 'not', 'really', 'interested', 'in', 'your', 'opinion', 'threepio']",0.061068702290076333
329,LEIA,There's something out there.,0.0,0.0,1.0,0.0,"['there', 'something', 'out', 'there']",0.030534351145038167
331,LEIA,"Outside, in the cave.",0.0,0.0,1.0,0.0,"['outside', 'in', 'the', 'cave']",0.030534351145038167
332,THREEPIO,There it is. Listen! Listen!,0.0,0.0,1.0,0.0,"['there', 'it', 'is', 'listen', 'listen']",0.03816793893129771
333,HAN,I'm going out there.,0.0,0.0,1.0,0.0,"['i', 'going', 'out', 'there']",0.030534351145038167
334,LEIA,Are you crazy?!,0.0,0.0,1.0,0.0,"['are', 'you', 'crazy']",0.022900763358778626
335,HAN,I just got this bucket back together. I'm not going to let  something tear it apart.,0.0,0.0,1.0,0.0,"['i', 'just', 'got', 'this', 'bucket', 'back', 'together', 'i', 'not', 'going', 'to', 'let', 'something', 'tear', 'it', 'apart']",0.12213740458015267
336,LEIA,Then I'm going with you.,0.0,0.0,1.0,0.0,"['then', 'i', 'going', 'with', 'you']",0.03816793893129771
337,THREEPIO,"I think it might be better if I stay here and guard the  ship.  Oh, no.",0.129,0.17,0.702,0.1779,"['i', 'think', 'it', 'might', 'be', 'better', 'if', 'i', 'stay', 'here', 'and', 'guard', 'the', 'ship', 'oh', 'no']",0.12213740458015267
338,LEIA,This ground sure feels strange. It doesn't feel like rock at  all.,0.257,0.151,0.592,-0.1556,"['this', 'ground', 'sure', 'feels', 'strange', 'it', 'does', 'feel', 'like', 'rock', 'at', 'all']",0.0916030534351145
339,HAN,There's an awful lot of moisture in here.,0.3,0.0,0.7,-0.4588,"['there', 'an', 'awful', 'lot', 'of', 'moisture', 'in', 'here']",0.061068702290076333
340,LEIA,I don't know. I have a bad feeling about this.,0.0,0.465,0.535,0.5187,"['i', 'do', 'know', 'i', 'have', 'a', 'bad', 'feeling', 'about', 'this']",0.07633587786259542
342,HAN,Watch out!,0.0,0.0,1.0,0.0,"['watch', 'out']",0.015267175572519083
343,HAN,"Yeah, that's what I thought. Mynock. Chewie, check the rest of  the ship, make sure there aren't any more attached. They're chewing on the power cables.",0.0,0.164,0.836,0.5423,"['yeah', 'that', 'what', 'i', 'thought', 'mynock', 'chewie', 'check', 'the', 'rest', 'of', 'the', 'ship', 'make', 'sure', 'there', 'are', 'any', 'more', 'attached', 'they', 'chewing', 'on', 'the', 'power', 'cables']",0.1984732824427481
345,HAN,Go on inside. We'll clean them off if there are any more.,0.0,0.197,0.803,0.4019,"['go', 'on', 'inside', 'we', 'clean', 'them', 'off', 'if', 'there', 'are', 'any', 'more']",0.0916030534351145
346,THREEPIO,Ohhh! Go away! Go away! Beastly thing. Shoo! Shoo!,0.0,0.0,1.0,0.0,"['ohhh', 'go', 'away', 'go', 'away', 'beastly', 'thing', 'shoo', 'shoo']",0.06870229007633588
347,HAN,Wait a minute...,0.0,0.0,1.0,0.0,"['wait', 'a', 'minute']",0.022900763358778626
348,HAN,"All right, Chewie, let's get out of here!",0.0,0.0,1.0,0.0,"['all', 'right', 'chewie', 'let', 'get', 'out', 'of', 'here']",0.061068702290076333
349,LEIA,The Empire is still out there. I don't think it's wise to...,0.203,0.0,0.797,-0.3724,"['the', 'empire', 'is', 'still', 'out', 'there', 'i', 'do', 'think', 'it', 'wise', 'to']",0.0916030534351145
350,HAN,No time to discuss this as a committee.,0.268,0.0,0.732,-0.296,"['no', 'time', 'to', 'discuss', 'this', 'as', 'a', 'committee']",0.061068702290076333
351,LEIA,I am not a committee!,0.0,0.0,1.0,0.0,"['i', 'am', 'not', 'a', 'committee']",0.03816793893129771
352,LEIA,You can't make the jump to light-speed in this asteroid field...,0.0,0.0,1.0,0.0,"['you', 'ca', 'make', 'the', 'jump', 'to', 'in', 'this', 'asteroid', 'field']",0.07633587786259542
353,HAN,"Sit down, sweetheart. We're taking off!",0.0,0.479,0.521,0.68,"['sit', 'down', 'sweetheart', 'we', 'taking', 'off']",0.04580152671755725
355,HAN,"I see it, I see it.",0.0,0.0,1.0,0.0,"['i', 'see', 'it', 'i', 'see', 'it']",0.04580152671755725
356,THREEPIO,We're doomed!,0.818,0.0,0.182,-0.6696,"['we', 'doomed']",0.015267175572519083
357,LEIA,The cave is collapsing.,0.423,0.0,0.577,-0.296,"['the', 'cave', 'is', 'collapsing']",0.030534351145038167
358,HAN,This is no cave.,0.423,0.0,0.577,-0.296,"['this', 'is', 'no', 'cave']",0.030534351145038167
360,YODA,"Run! Yes. A Jedi's strength flows from the Force. But beware of  the dark side. Anger...fear...aggression. The dark side of the Force are they. Easily they flow, quick to join you in a fight. If once you start down the dark path, forever will it dominate your destiny, consume you it will, as it did Obi-Wan's apprentice.",0.08,0.158,0.762,0.6114,"['run', 'yes', 'a', 'jedi', 'strength', 'flows', 'from', 'the', 'force', 'but', 'beware', 'of', 'the', 'dark', 'side', 'anger', 'fear', 'aggression', 'the', 'dark', 'side', 'of', 'the', 'force', 'are', 'they', 'easily', 'they', 'flow', 'quick', 'to', 'join', 'you', 'in', 'a', 'fight', 'if', 'once', 'you', 'start', 'down', 'the', 'dark', 'path', 'forever', 'will', 'it', 'dominate', 'your', 'destiny', 'consume', 'you', 'it', 'will', 'as', 'it', 'did', 'apprentice']",0.44274809160305345
361,LUKE,Vader. Is the dark side stronger?,0.0,0.342,0.658,0.3818,"['vader', 'is', 'the', 'dark', 'side', 'stronger']",0.04580152671755725
362,YODA,"No...no...no. Quicker, easier, more seductive.",0.0,0.412,0.588,0.4215,"['no', 'no', 'no', 'quicker', 'easier', 'more', 'seductive']",0.05343511450381679
363,LUKE,But how am I to know the good side from the bad?,0.27,0.219,0.511,-0.2263,"['but', 'how', 'am', 'i', 'to', 'know', 'the', 'good', 'side', 'from', 'the', 'bad']",0.0916030534351145
364,YODA,"You will know. When you are calm, at peace. Passive. A Jedi uses  the Force for knowledge and defense, never for attack.",0.0,0.421,0.579,0.8643,"['you', 'will', 'know', 'when', 'you', 'are', 'calm', 'at', 'peace', 'passive', 'a', 'jedi', 'uses', 'the', 'force', 'for', 'knowledge', 'and', 'defense', 'never', 'for', 'attack']",0.16793893129770993
365,LUKE,But tell me why I can't...,0.0,0.0,1.0,0.0,"['but', 'tell', 'me', 'why', 'i', 'ca']",0.04580152671755725
366,YODA,"No, no, there is no why. Nothing more will I  teach you today. Clear your mind of questions. Mmm. Mmmmmm.",0.273,0.107,0.62,-0.4588,"['no', 'no', 'there', 'is', 'no', 'why', 'nothing', 'more', 'will', 'i', 'teach', 'you', 'today', 'clear', 'your', 'mind', 'of', 'questions', 'mmm', 'mmmmmm']",0.15267175572519084
367,LUKE,There's something not right here.,0.0,0.0,1.0,0.0,"['there', 'something', 'not', 'right', 'here']",0.03816793893129771
368,LUKE,"I feel cold, death.",0.661,0.0,0.339,-0.5994,"['i', 'feel', 'cold', 'death']",0.030534351145038167
369,YODA,That place...is strong with the dark side of the Force. A domain  of evil it is. In you must go.,0.178,0.134,0.688,-0.2732,"['that', 'place', 'is', 'strong', 'with', 'the', 'dark', 'side', 'of', 'the', 'force', 'a', 'domain', 'of', 'evil', 'it', 'is', 'in', 'you', 'must', 'go']",0.16030534351145037
370,LUKE,What's in there?,0.0,0.0,1.0,0.0,"['what', 'in', 'there']",0.022900763358778626
371,YODA,Only what you take with you.,0.0,0.0,1.0,0.0,"['only', 'what', 'you', 'take', 'with', 'you']",0.04580152671755725
372,YODA,Your weapons...you will not need them.,0.0,0.0,1.0,0.0,"['your', 'weapons', 'you', 'will', 'not', 'need', 'them']",0.05343511450381679
373,VADER,"...there will be a substantial reward for the one who finds  the Millennium Falcon. You are free to use any methods necessary, but I want them alive. No disintegrations.",0.081,0.311,0.608,0.714,"['there', 'will', 'be', 'a', 'substantial', 'reward', 'for', 'the', 'one', 'who', 'finds', 'the', 'millennium', 'falcon', 'you', 'are', 'free', 'to', 'use', 'any', 'methods', 'necessary', 'but', 'i', 'want', 'them', 'alive', 'no', 'disintegrations']",0.22137404580152673
374,THREEPIO,"Oh, thank goodness we're coming out of the asteroid field.",0.0,0.407,0.593,0.6705,"['oh', 'thank', 'goodness', 'we', 'coming', 'out', 'of', 'the', 'asteroid', 'field']",0.07633587786259542
375,HAN,Let's get out of here. Ready for light-speed? One...two...three!,0.0,0.259,0.741,0.4199,"['let', 'get', 'out', 'of', 'here', 'ready', 'for', 'one', 'two', 'three']",0.07633587786259542
376,HAN,It's not fair!,0.53,0.0,0.47,-0.308,"['it', 'not', 'fair']",0.022900763358778626
377,HAN,The transfer circuits are working. It's not my fault!,0.0,0.242,0.758,0.3716,"['the', 'transfer', 'circuits', 'are', 'working', 'it', 'not', 'my', 'fault']",0.06870229007633588
379,HAN,It's not my fault.,0.0,0.429,0.571,0.3089,"['it', 'not', 'my', 'fault']",0.030534351145038167
380,THREEPIO,"Sir, we just lost the main rear deflector shield. One more  direct hit on the back quarter and we're done for.",0.103,0.0,0.897,-0.3182,"['sir', 'we', 'just', 'lost', 'the', 'main', 'rear', 'deflector', 'shield', 'one', 'more', 'direct', 'hit', 'on', 'the', 'back', 'quarter', 'and', 'we', 'done', 'for']",0.16030534351145037
381,HAN,Turn her around.,0.0,0.0,1.0,0.0,"['turn', 'her', 'around']",0.022900763358778626
382,HAN,I said turn her around! I'm going to put all power in the front  shield.,0.0,0.0,1.0,0.0,"['i', 'said', 'turn', 'her', 'around', 'i', 'going', 'to', 'put', 'all', 'power', 'in', 'the', 'front', 'shield']",0.11450381679389313
383,LEIA,You're going to attack them?!,0.459,0.0,0.541,-0.5255,"['you', 'going', 'to', 'attack', 'them']",0.03816793893129771
384,THREEPIO,"Sir, the odds of surviving a direct assault on an Imperial  Star Destroyer...",0.237,0.138,0.625,-0.3818,"['sir', 'the', 'odds', 'of', 'surviving', 'a', 'direct', 'assault', 'on', 'an', 'imperial', 'star', 'destroyer']",0.09923664122137404
385,LEIA,Shut up!,0.0,0.0,1.0,0.0,"['shut', 'up']",0.015267175572519083
386,YODA,Use the Force. Yes...,0.0,0.0,1.0,0.0,"['use', 'the', 'force', 'yes']",0.030534351145038167
387,YODA,Now...the stone. Feel it.,0.0,0.0,1.0,0.0,"['now', 'the', 'stone', 'feel', 'it']",0.03816793893129771
389,LUKE,"Oh, no. We'll never get it out now.",0.239,0.0,0.761,-0.296,"['oh', 'no', 'we', 'never', 'get', 'it', 'out', 'now']",0.061068702290076333
390,YODA,So certain are you. Always with you it cannot be done. Hear you  nothing that I say?,0.0,0.138,0.862,0.3384,"['so', 'certain', 'are', 'you', 'always', 'with', 'you', 'it', 'can', 'not', 'be', 'done', 'hear', 'you', 'nothing', 'that', 'i', 'say']",0.13740458015267176
391,LUKE,"Master, moving stones around is one thing. This is totally  different.",0.0,0.0,1.0,0.0,"['master', 'moving', 'stones', 'around', 'is', 'one', 'thing', 'this', 'is', 'totally', 'different']",0.08396946564885496
392,YODA,No! No different! Only different in your mind. You must unlearn  what you have learned.,0.277,0.0,0.723,-0.6103,"['no', 'no', 'different', 'only', 'different', 'in', 'your', 'mind', 'you', 'must', 'unlearn', 'what', 'you', 'have', 'learned']",0.11450381679389313
393,LUKE,"All right, I'll give it a try.",0.0,0.0,1.0,0.0,"['all', 'right', 'i', 'give', 'it', 'a', 'try']",0.05343511450381679
394,YODA,No! Try not. Do. Or do not. There is no try.,0.186,0.141,0.673,-0.1541,"['no', 'try', 'not', 'do', 'or', 'do', 'not', 'there', 'is', 'no', 'try']",0.08396946564885496
395,LUKE,I can't. It's too big.,0.0,0.0,1.0,0.0,"['i', 'ca', 'it', 'too', 'big']",0.03816793893129771
396,YODA,"Size matters not. Look at me. Judge me by my size, do you? Hm?  Mmmm.",0.0,0.094,0.906,0.1179,"['size', 'matters', 'not', 'look', 'at', 'me', 'judge', 'me', 'by', 'my', 'size', 'do', 'you', 'hm', 'mmmm']",0.11450381679389313
397,YODA,"And well you should not. For my ally in the Force. And a  powerful ally it is. Life creates it, makes it grow. It's energy surrounds us and binds us. Luminous beings are we......not this crude matter.  You must feel the Force around you.  Here, between you...me...the tree...the rock...everywhere! Yes, even between this land and that ship!",0.065,0.202,0.733,0.7277,"['and', 'well', 'you', 'should', 'not', 'for', 'my', 'ally', 'in', 'the', 'force', 'and', 'a', 'powerful', 'ally', 'it', 'is', 'life', 'creates', 'it', 'makes', 'it', 'grow', 'it', 'energy', 'surrounds', 'us', 'and', 'binds', 'us', 'luminous', 'beings', 'are', 'we', 'not', 'this', 'crude', 'matter', 'you', 'must', 'feel', 'the', 'force', 'around', 'you', 'here', 'between', 'you', 'me', 'the', 'tree', 'the', 'rock', 'everywhere', 'yes', 'even', 'between', 'this', 'land', 'and', 'that', 'ship']",0.4732824427480916
398,LUKE,You want the impossible.,0.0,0.302,0.698,0.0772,"['you', 'want', 'the', 'impossible']",0.030534351145038167
399,LUKE,I don't...I don't believe it.,0.0,0.0,1.0,0.0,"['i', 'do', 'i', 'do', 'believe', 'it']",0.04580152671755725
400,YODA,That is why you fail.,0.467,0.0,0.533,-0.5423,"['that', 'is', 'why', 'you', 'fail']",0.03816793893129771
401,VADER,"Apology accepted, Captain Needa.",0.0,0.623,0.377,0.3182,"['apology', 'accepted', 'captain', 'needa']",0.030534351145038167
402,VADER,Alert all commands. Calculate every possible destination along  their last know trajectory.,0.0,0.167,0.833,0.296,"['alert', 'all', 'commands', 'calculate', 'every', 'possible', 'destination', 'along', 'their', 'last', 'know', 'trajectory']",0.0916030534351145
403,VADER,"Don't fail me again, Admiral.",0.0,0.632,0.368,0.631,"['do', 'fail', 'me', 'again', 'admiral']",0.03816793893129771
404,THREEPIO,"Captain Solo, this time you have gone too far.  No, I will not be quiet, Chewbacca. Why doesn't anyone listen to me?",0.099,0.0,0.901,-0.296,"['captain', 'solo', 'this', 'time', 'you', 'have', 'gone', 'too', 'far', 'no', 'i', 'will', 'not', 'be', 'quiet', 'chewbacca', 'why', 'does', 'anyone', 'listen', 'to', 'me']",0.16793893129770993
405,HAN,The fleet is beginning to break up. Go back and stand  by the manual release for the landing claw.,0.0,0.0,1.0,0.0,"['the', 'fleet', 'is', 'beginning', 'to', 'break', 'up', 'go', 'back', 'and', 'stand', 'by', 'the', 'manual', 'release', 'for', 'the', 'landing', 'claw']",0.1450381679389313
406,THREEPIO,I really don't see how thats going to help. Surrender is a  perfectly acceptable alternative in extreme circumstances. The Empire may be gracious enough...,0.0,0.416,0.584,0.9153,"['i', 'really', 'do', 'see', 'how', 'thats', 'going', 'to', 'help', 'surrender', 'is', 'a', 'perfectly', 'acceptable', 'alternative', 'in', 'extreme', 'circumstances', 'the', 'empire', 'may', 'be', 'gracious', 'enough']",0.183206106870229
407,HAN,Thank you.,0.0,0.714,0.286,0.3612,"['thank', 'you']",0.015267175572519083
408,LEIA,What did you have in mind for your next move?,0.0,0.0,1.0,0.0,"['what', 'did', 'you', 'have', 'in', 'mind', 'for', 'your', 'next', 'move']",0.07633587786259542
409,HAN,"Well, if they follow standard Imperial procedure, they'll dump  their garbage before they go to light-speed, then we just float away.",0.11,0.089,0.802,-0.128,"['well', 'if', 'they', 'follow', 'standard', 'imperial', 'procedure', 'they', 'dump', 'their', 'garbage', 'before', 'they', 'go', 'to', 'then', 'we', 'just', 'float', 'away']",0.15267175572519084
410,LEIA,With the rest of the garbage. Then what?,0.0,0.0,1.0,0.0,"['with', 'the', 'rest', 'of', 'the', 'garbage', 'then', 'what']",0.061068702290076333
411,HAN,Then we've got to find a safe port somewhere around here. Got any  ideas?,0.0,0.195,0.805,0.4404,"['then', 'we', 'got', 'to', 'find', 'a', 'safe', 'port', 'somewhere', 'around', 'here', 'got', 'any', 'ideas']",0.10687022900763359
412,LEIA,No. Where are we?,0.423,0.0,0.577,-0.296,"['no', 'where', 'are', 'we']",0.030534351145038167
413,HAN,The Anoat system.,0.0,0.0,1.0,0.0,"['the', 'anoat', 'system']",0.022900763358778626
414,LEIA,Anoat system. There's not much there.,0.0,0.0,1.0,0.0,"['anoat', 'system', 'there', 'not', 'much', 'there']",0.04580152671755725
415,HAN,"No. Well, wait. This is interesting. Lando.",0.2,0.436,0.364,0.3818,"['no', 'well', 'wait', 'this', 'is', 'interesting', 'lando']",0.05343511450381679
416,LEIA,Lando system?,0.0,0.0,1.0,0.0,"['lando', 'system']",0.015267175572519083
417,HAN,"Lando's not a system, he's a man. Lando Calrissian. He's a card  player, gambler, scoundrel. You'd like him.",0.0,0.152,0.848,0.3612,"['lando', 'not', 'a', 'system', 'he', 'a', 'man', 'lando', 'calrissian', 'he', 'a', 'card', 'player', 'gambler', 'scoundrel', 'you', 'like', 'him']",0.13740458015267176
419,HAN,"Bespin. It's pretty far, but I think we can make it.",0.0,0.189,0.811,0.2732,"['bespin', 'it', 'pretty', 'far', 'but', 'i', 'think', 'we', 'can', 'make', 'it']",0.08396946564885496
420,LEIA,A mining colony?,0.0,0.0,1.0,0.0,"['a', 'mining', 'colony']",0.022900763358778626
421,HAN,"Yeah, a Tibanna gas mine. Lando conned somebody out of it. We go  back a long way, Lando and me.",0.0,0.115,0.885,0.296,"['yeah', 'a', 'tibanna', 'gas', 'mine', 'lando', 'conned', 'somebody', 'out', 'of', 'it', 'we', 'go', 'back', 'a', 'long', 'way', 'lando', 'and', 'me']",0.15267175572519084
422,LEIA,Can you trust him?,0.0,0.524,0.476,0.5106,"['can', 'you', 'trust', 'him']",0.030534351145038167
423,HAN,"No. But he has no love for the Empire, I can tell you that.",0.218,0.287,0.495,0.5267,"['no', 'but', 'he', 'has', 'no', 'love', 'for', 'the', 'empire', 'i', 'can', 'tell', 'you', 'that']",0.10687022900763359
424,HAN,"Here we go, Chewie. Stand by. Detach!",0.0,0.0,1.0,0.0,"['here', 'we', 'go', 'chewie', 'stand', 'by', 'detach']",0.05343511450381679
425,LEIA,"You do have your moments. Not many, but you have them.",0.0,0.0,1.0,0.0,"['you', 'do', 'have', 'your', 'moments', 'not', 'many', 'but', 'you', 'have', 'them']",0.08396946564885496
426,YODA,"Concentrate...feel the Force flow. Yes. Good. Calm, yes. Through  the Force, things you will see. Other places. The future...the past. Old friends long gone.",0.0,0.419,0.581,0.9136,"['concentrate', 'feel', 'the', 'force', 'flow', 'yes', 'good', 'calm', 'yes', 'through', 'the', 'force', 'things', 'you', 'will', 'see', 'other', 'places', 'the', 'future', 'the', 'past', 'old', 'friends', 'long', 'gone']",0.1984732824427481
427,LUKE,Han! Leia!,0.0,0.0,1.0,0.0,"['han', 'leia']",0.015267175572519083
428,YODA,"Hmm. Control, control. You must learn control.",0.0,0.0,1.0,0.0,"['hmm', 'control', 'control', 'you', 'must', 'learn', 'control']",0.05343511450381679
429,LUKE,I saw...I saw a city in the clouds.,0.0,0.0,1.0,0.0,"['i', 'saw', 'i', 'saw', 'a', 'city', 'in', 'the', 'clouds']",0.06870229007633588
430,YODA,Mmm. Friends you have there.,0.0,0.437,0.563,0.4767,"['mmm', 'friends', 'you', 'have', 'there']",0.03816793893129771
431,LUKE,They were in pain.,0.524,0.0,0.476,-0.5106,"['they', 'were', 'in', 'pain']",0.030534351145038167
432,YODA,It is the future you see.,0.0,0.0,1.0,0.0,"['it', 'is', 'the', 'future', 'you', 'see']",0.04580152671755725
433,LUKE,Future? Will they die?,0.587,0.0,0.413,-0.644,"['future', 'will', 'they', 'die']",0.030534351145038167
434,YODA,Difficult to see. Always in motion is the future.,0.238,0.0,0.762,-0.3612,"['difficult', 'to', 'see', 'always', 'in', 'motion', 'is', 'the', 'future']",0.06870229007633588
435,LUKE,I've got to go to them.,0.0,0.0,1.0,0.0,"['i', 'got', 'to', 'go', 'to', 'them']",0.04580152671755725
436,YODA,"Decide you must how to serve them best. If you leave now, help  them you could. But you would destroy all for which they have fought and suffered.",0.331,0.113,0.556,-0.8641,"['decide', 'you', 'must', 'how', 'to', 'serve', 'them', 'best', 'if', 'you', 'leave', 'now', 'help', 'them', 'you', 'could', 'but', 'you', 'would', 'destroy', 'all', 'for', 'which', 'they', 'have', 'fought', 'and', 'suffered']",0.21374045801526717
437,HAN,"No, I don't have a landing permit. I'm trying  to reach Lando Calrissian.",0.179,0.089,0.732,-0.2732,"['no', 'i', 'do', 'have', 'a', 'landing', 'permit', 'i', 'trying', 'to', 'reach', 'lando', 'calrissian']",0.09923664122137404
438,HAN,Whoa! Wait a minute! Let me explain.,0.0,0.0,1.0,0.0,"['whoa', 'wait', 'a', 'minute', 'let', 'me', 'explain']",0.05343511450381679
439,THREEPIO,"Rather touchy, aren't they?",0.0,0.0,1.0,0.0,"['rather', 'touchy', 'are', 'they']",0.030534351145038167
440,LEIA,I thought you knew this person.,0.0,0.0,1.0,0.0,"['i', 'thought', 'you', 'knew', 'this', 'person']",0.04580152671755725
441,HAN,"Well, that was a long time ago. I'm sure he's  forgotten about that.",0.124,0.288,0.588,0.3612,"['well', 'that', 'was', 'a', 'long', 'time', 'ago', 'i', 'sure', 'he', 'forgotten', 'about', 'that']",0.09923664122137404
442,HAN,Thank you.,0.0,0.714,0.286,0.3612,"['thank', 'you']",0.015267175572519083
443,HAN,"There's nothing to worry about. We go way back, Lando and me.",0.0,0.179,0.821,0.3412,"['there', 'nothing', 'to', 'worry', 'about', 'we', 'go', 'way', 'back', 'lando', 'and', 'me']",0.0916030534351145
444,LEIA,Who's worried?,0.688,0.0,0.312,-0.296,"['who', 'worried']",0.015267175572519083
445,THREEPIO,Oh. No one to meet us.,0.306,0.0,0.694,-0.296,"['oh', 'no', 'one', 'to', 'meet', 'us']",0.04580152671755725
446,LEIA,I don't like this.,0.513,0.0,0.487,-0.2755,"['i', 'do', 'like', 'this']",0.030534351145038167
447,HAN,"Well, what would you like?",0.0,0.605,0.395,0.5574,"['well', 'what', 'would', 'you', 'like']",0.03816793893129771
448,THREEPIO,"Well, they did let us land.",0.0,0.296,0.704,0.2732,"['well', 'they', 'did', 'let', 'us', 'land']",0.04580152671755725
449,HAN,"Look, don't worry. Everything's going to be fine. Trust me.",0.0,0.517,0.483,0.7584,"['look', 'do', 'worry', 'everything', 'going', 'to', 'be', 'fine', 'trust', 'me']",0.07633587786259542
450,HAN,"See? My friend.  Keep your eyes open, okay?",0.0,0.476,0.524,0.6662,"['see', 'my', 'friend', 'keep', 'your', 'eyes', 'open', 'okay']",0.061068702290076333
451,LANDO,"Why, you slimy, double-crossing, no-good swindler! You've got a  lot of guts coming here, after what you pulled.",0.0,0.0,1.0,0.0,"['why', 'you', 'slimy', 'swindler', 'you', 'got', 'a', 'lot', 'of', 'guts', 'coming', 'here', 'after', 'what', 'you', 'pulled']",0.12213740458015267
452,LANDO,"How you doing, you old pirate? So good to see you! I  never thought I'd catch up with you again. Where you been?",0.0,0.173,0.827,0.659,"['how', 'you', 'doing', 'you', 'old', 'pirate', 'so', 'good', 'to', 'see', 'you', 'i', 'never', 'thought', 'i', 'catch', 'up', 'with', 'you', 'again', 'where', 'you', 'been']",0.17557251908396945
453,THREEPIO,"Well, he seems very friendly.",0.0,0.651,0.349,0.6801,"['well', 'he', 'seems', 'very', 'friendly']",0.03816793893129771
454,LEIA,Yes...very friendly.,0.0,0.762,0.238,0.4939,"['yes', 'very', 'friendly']",0.022900763358778626
455,LANDO,What are you doing here?,0.0,0.0,1.0,0.0,"['what', 'are', 'you', 'doing', 'here']",0.03816793893129771
456,HAN,Ahh...repairs. I thought you could  help me out.,0.0,0.31,0.69,0.4019,"['ahh', 'repairs', 'i', 'thought', 'you', 'could', 'help', 'me', 'out']",0.06870229007633588
457,LANDO,What have you done to my ship?,0.0,0.0,1.0,0.0,"['what', 'have', 'you', 'done', 'to', 'my', 'ship']",0.05343511450381679
458,HAN,"Your ship? Hey, remember, you lost her to me fair and square.",0.158,0.158,0.685,0.0,"['your', 'ship', 'hey', 'remember', 'you', 'lost', 'her', 'to', 'me', 'fair', 'and', 'square']",0.0916030534351145
459,LANDO,Hello. What have we here? Welcome. I'm Lando Calrissian. I'm  the administrator of this facility. and who might you be?,0.0,0.15,0.85,0.5204,"['hello', 'what', 'have', 'we', 'here', 'welcome', 'i', 'lando', 'calrissian', 'i', 'the', 'administrator', 'of', 'this', 'facility', 'and', 'who', 'might', 'you', 'be']",0.15267175572519084
461,LANDO,"Welcome, Leia.",0.0,0.75,0.25,0.4588,"['welcome', 'leia']",0.015267175572519083
462,HAN,"All right, all right, you old smoothie.",0.0,0.0,1.0,0.0,"['all', 'right', 'all', 'right', 'you', 'old', 'smoothie']",0.05343511450381679
463,THREEPIO,"Hello, sir. I am See-Threepio, human-cyborg relations. My  facilities are at your...",0.0,0.0,1.0,0.0,"['hello', 'sir', 'i', 'am', 'relations', 'my', 'facilities', 'are', 'at', 'your']",0.07633587786259542
464,THREEPIO,"Well, really!",0.0,0.705,0.295,0.3382,"['well', 'really']",0.015267175572519083
465,LANDO,What's wrong with the Falcon?,0.437,0.0,0.563,-0.4767,"['what', 'wrong', 'with', 'the', 'falcon']",0.03816793893129771
467,LANDO,I'll get my people to work on it.,0.0,0.0,1.0,0.0,"['i', 'get', 'my', 'people', 'to', 'work', 'on', 'it']",0.061068702290076333
469,LANDO,"You know, that ship saved my life quite a few times. She's the  fastest hunk of junk in the galaxy.",0.0,0.135,0.865,0.4215,"['you', 'know', 'that', 'ship', 'saved', 'my', 'life', 'quite', 'a', 'few', 'times', 'she', 'the', 'fastest', 'hunk', 'of', 'junk', 'in', 'the', 'galaxy']",0.15267175572519084
470,HAN,How's the gas mine? Is it paying off for you?,0.0,0.0,1.0,0.0,"['how', 'the', 'gas', 'mine', 'is', 'it', 'paying', 'off', 'for', 'you']",0.07633587786259542
471,LANDO,"Oh, not as well as I'd like. We're a small outpost and not very  self-sufficient. And I've had supply problems of every kind. I've had labor difficulties... What's so funny?",0.118,0.253,0.629,0.7292,"['oh', 'not', 'as', 'well', 'as', 'i', 'like', 'we', 'a', 'small', 'outpost', 'and', 'not', 'very', 'and', 'i', 'had', 'supply', 'problems', 'of', 'every', 'kind', 'i', 'had', 'labor', 'difficulties', 'what', 'so', 'funny']",0.22137404580152673
472,HAN,"You. Listen to you -- you sound like a businessman, a responsible  leader. Who'd have thought that, huh?",0.0,0.255,0.745,0.5859,"['you', 'listen', 'to', 'you', 'you', 'sound', 'like', 'a', 'businessman', 'a', 'responsible', 'leader', 'who', 'have', 'thought', 'that', 'huh']",0.1297709923664122
473,LANDO,"You know, seeing you sure brings back a few things.",0.0,0.223,0.777,0.3182,"['you', 'know', 'seeing', 'you', 'sure', 'brings', 'back', 'a', 'few', 'things']",0.07633587786259542
